"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",161101,2016-11-01,098662,ICUS,01,098 ,   86405,     541,   51660,       3,   25209,       0,    1243,   29395,   26493,    3626,   18036,     893,     154,   78207,   84071,    8198,    2334,    -936,     128,    1783,       0,    1115,       0,      53,     331,   -1526,    -185,   -2563,    -734,     -62,   -1182,    -670,     246,    -266,  100.0,    0.6,   59.8,    0.0,   29.2,    0.0,    1.4,   34.0,   30.7,    4.2,   20.9,    1.0,    0.2,   90.5,   97.3,    9.5,    2.7,    141,      4,.,.,     16,      0,      4,     51,     19,     19,     36,      8,.,    120,     48,    36.0,    77.1,    54.3,    86.0,    35.4,    77.1,    52.7,    84.3,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","Combined"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",161025,2016-10-25,098662,ICUS,01,098 ,   87341,     413,   49877,       2,   24094,       0,    1190,   29064,   28019,    3811,   20599,    1626,     216,   79390,   84741,    7951,    2600,    6936,     -57,    5638,      -1,    1984,       0,     167,    2830,    -377,     277,    2155,     655,      72,    7428,    6432,    -492,     504,  100.0,    0.5,   57.1,    0.0,   27.6,    0.0,    1.4,   33.3,   32.1,    4.4,   23.6,    1.9,    0.2,   90.9,   97.0,    9.1,    3.0,    151,.,.,.,     16,      0,      4,     53,     19,     19,     43,     10,.,    126,     53,    34.1,    75.2,    50.9,    84.2,    33.5,    75.2,    49.1,    82.4,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","Combined"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",161018,2016-10-18,098662,ICUS,01,098 ,   80405,     470,   44239,       3,   22110,       0,    1023,   26234,   28396,    3534,   18444,     971,     144,   71962,   78310,    8443,    2095,   10251,      61,   10915,       1,    3115,    -355,     536,    3809,   -1049,       2,    2349,     507,       4,    9877,   10561,     374,    -310,  100.0,    0.6,   55.0,    0.0,   27.5,    0.0,    1.3,   32.6,   35.3,    4.4,   22.9,    1.2,    0.2,   89.5,   97.4,   10.5,    2.6,    143,.,      4,.,     15,      0,      4,     52,     20,     17,     39,      7,.,    119,     49,    33.3,    76.7,    50.3,    85.6,    32.7,    76.7,    48.5,    84.1,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","Combined"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",161011,2016-10-11,098662,ICUS,01,098 ,   70154,     409,   33324,       2,   18995,     355,     487,   22425,   29445,    3532,   16095,     465,     140,   62085,   67748,    8069,    2406,   15936,     103,   15080,      -3,    5158,    -442,     -40,   12648,    1978,   -1000,   -1012,     121,     -13,   15841,   15681,      95,     255,  100.0,    0.6,   47.5,    0.0,   27.1,    0.5,    0.7,   32.0,   42.0,    5.0,   22.9,    0.7,    0.2,   88.5,   96.6,   11.5,    3.4,    144,.,      4,.,     11,.,.,     45,     24,     18,     47,      6,.,    118,     50,    35.0,    73.7,    51.6,    82.7,    34.2,    73.7,    50.0,    80.9,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","Combined"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",161004,2016-10-04,098662,ICUS,01,098 ,   54218,     306,   18244,       5,   13837,     797,     527,    9778,   27467,    4532,   17107,     344,     153,   46244,   52068,    7974,    2150,    3339,     105,     274,       0,    1440,     148,   -1233,    2839,    4362,    -170,     -82,      91,       7,    2907,    3479,     432,    -140,  100.0,    0.6,   33.6,    0.0,   25.5,    1.5,    1.0,   18.0,   50.7,    8.4,   31.6,    0.6,    0.3,   85.3,   96.0,   14.7,    4.0,    137,.,      5,.,      9,      5,.,     40,     25,     18,     42,      5,.,    109,     54,    35.2,    67.7,    49.2,    77.9,    34.0,    66.5,    45.8,    73.8,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","Combined"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",160927,2016-09-27,098662,ICUS,01,098 ,   50879,     201,   17971,       4,   12397,     649,    1760,    6939,   23105,    4702,   17189,     253,     145,   43337,   48589,    7542,    2290,    2503,     -56,    -160,      -0,    -810,    -112,       9,    -354,    1898,     872,    2336,     -48,      57,    2054,    2515,     449,     -12,  100.0,    0.4,   35.3,    0.0,   24.4,    1.3,    3.5,   13.6,   45.4,    9.2,   33.8,    0.5,    0.3,   85.2,   95.5,   14.8,    4.5,    121,.,      4,.,      7,      4,      5,     29,     31,     16,     39,      4,.,     94,     53,    38.7,    65.4,    52.9,    75.8,    35.5,    64.1,    46.6,    70.4,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","Combined"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",160920,2016-09-20,098662,ICUS,01,098 ,   48376,     257,   18131,       4,   13207,     761,    1751,    7293,   21207,    3829,   14853,     301,      89,   41283,   46073,    7093,    2303,   -7509,      63,   -2023,     -94,     292,    -883,       7,   -4540,   -1796,   -2760,     239,      52,      -3,   -6796,   -7501,    -713,      -8,  100.0,    0.5,   37.5,    0.0,   27.3,    1.6,    3.6,   15.1,   43.8,    7.9,   30.7,    0.6,    0.2,   85.3,   95.2,   14.7,    4.8,    117,.,      5,.,      7,.,      5,     30,     24,     16,     38,      4,.,     92,     50,    41.2,    64.8,    53.3,    73.5,    37.3,    62.2,    46.8,    69.3,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","Combined"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",160913,2016-09-13,098662,ICUS,01,098 ,   55885,     194,   20154,      98,   12915,    1644,    1744,   11833,   23003,    6590,   14614,     249,      92,   48080,   53574,    7805,    2311,   -2690,       3,     103,      89,    -235,    1101,     -15,    1425,    -744,   -2657,    -242,      27,      20,   -1612,   -2076,   -1078,    -614,  100.0,    0.3,   36.1,    0.2,   23.1,    2.9,    3.1,   21.2,   41.2,   11.8,   26.2,    0.4,    0.2,   86.0,   95.9,   14.0,    4.1,    122,.,      5,      4,      5,      5,.,     30,     27,     20,     41,.,.,     94,     58,    39.6,    62.7,    52.9,    72.7,    36.6,    62.2,    46.7,    69.0,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","Combined"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",160906,2016-09-06,098662,ICUS,01,098 ,   58575,     191,   20051,       9,   13150,     543,    1759,   10408,   23747,    9247,   14856,     222,      71,   49692,   55650,    8883,    2925,    2705,    -549,    1164,    -200,      22,    -813,      18,    1842,    2889,    -835,    1387,     -47,      17,    1702,    2193,    1003,     512,  100.0,    0.3,   34.2,    0.0,   22.4,    0.9,    3.0,   17.8,   40.5,   15.8,   25.4,    0.4,    0.1,   84.8,   95.0,   15.2,    5.0,    124,.,      6,.,      6,.,      4,     31,     32,     22,     39,.,.,     98,     56,    37.8,    62.7,    54.4,    73.4,    33.8,    58.0,    43.4,    64.4,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","Combined"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",160830,2016-08-30,098662,ICUS,01,098 ,   55870,     740,   18887,     209,   13128,    1356,    1741,    8566,   20859,   10082,   13469,     269,      55,   47990,   53458,    7880,    2412,   -2201,     432,      72,     143,     288,    -447,      -4,     252,   -1663,     770,   -4087,    -511,     -29,   -2234,   -1669,      33,    -532,  100.0,    1.3,   33.8,    0.4,   23.5,    2.4,    3.1,   15.3,   37.3,   18.0,   24.1,    0.5,    0.1,   85.9,   95.7,   14.1,    4.3,    124,.,      5,.,      9,.,.,     36,     25,     19,     37,.,.,     98,     51,    38.5,    63.8,    51.3,    75.7,    31.2,    59.1,    39.5,    65.6,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","Combined"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",160823,2016-08-23,098662,ICUS,01,098 ,   58071,     308,   18815,      66,   12840,    1803,    1745,    8314,   22522,    9312,   17556,     780,      83,   50224,   55126,    7847,    2945,       8,     124,    -276,      61,     -94,     570,      -1,   -2636,   -2410,    1162,     451,     235,      30,    -904,    -630,     912,     638,  100.0,    0.5,   32.4,    0.1,   22.1,    3.1,    3.0,   14.3,   38.8,   16.0,   30.2,    1.3,    0.1,   86.5,   94.9,   13.5,    5.1,    130,.,      4,.,      7,      4,.,     30,     30,     15,     43,      7,.,     92,     58,    37.1,    63.0,    51.8,    72.9,    30.8,    57.5,    42.3,    65.1,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","Combined"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",160816,2016-08-16,098662,ICUS,01,098 ,   58063,     184,   19091,       5,   12934,    1233,    1746,   10949,   24932,    8151,   17105,     545,      53,   51128,   55756,    6935,    2307,    1493,     -24,    -851,       3,   -1043,     627,       3,     177,    2063,   -1042,    4152,     171,       1,    2227,     974,    -734,     519,  100.0,    0.3,   32.9,    0.0,   22.3,    2.1,    3.0,   18.9,   42.9,   14.0,   29.5,    0.9,    0.1,   88.1,   96.0,   11.9,    4.0,    126,.,      6,.,      7,      4,.,     27,     31,     16,     43,      5,.,     90,     57,    38.6,    62.8,    55.9,    73.7,    33.9,    58.8,    46.7,    66.5,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","Combined"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",160809,2016-08-09,098662,ICUS,01,098 ,   56570,     208,   19942,       3,   13977,     606,    1743,   10772,   22870,    9193,   12953,     374,      52,   48901,   54782,    7669,    1788,    1453,     -64,     307,       0,    -154,      66,       1,   -1190,     974,     661,    1010,    -169,     -10,     255,    1831,    1198,    -378,  100.0,    0.4,   35.3,    0.0,   24.7,    1.1,    3.1,   19.0,   40.4,   16.3,   22.9,    0.7,    0.1,   86.4,   96.8,   13.6,    3.2,    122,.,      6,.,     12,.,.,     32,     25,     14,     38,.,.,     94,     47,    38.3,    63.8,    53.9,    74.9,    32.2,    59.2,    41.8,    66.7,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","Combined"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",160802,2016-08-02,098662,ICUS,01,098 ,   55117,     272,   19634,       3,   14131,     540,    1742,   11962,   21896,    8532,   11943,     543,      62,   48646,   52951,    6471,    2166,   -8195,    -905,     -64,       1,   -1642,     540,       2,   -5044,  -11765,    3005,   -1714,     113,      43,   -6254,   -8125,   -1941,     -70,  100.0,    0.5,   35.6,    0.0,   25.6,    1.0,    3.2,   21.7,   39.7,   15.5,   21.7,    1.0,    0.1,   88.3,   96.1,   11.7,    3.9,    129,.,      6,.,     11,.,.,     31,     27,     14,     39,      6,.,     95,     53,    40.5,    63.4,    56.3,    75.5,    35.0,    59.5,    45.6,    67.5,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","Combined"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",160726,2016-07-26,098662,ICUS,01,098 ,   63312,    1177,   19698,       1,   15773,       0,    1740,   17006,   33661,    5527,   13657,     430,      19,   54901,   61076,    8411,    2236,    6341,     953,    4898,       0,     353,       0,     -15,    4708,    1005,     241,     606,    -300,      13,    6859,    5842,    -518,     499,  100.0,    1.9,   31.1,    0.0,   24.9,    0.0,    2.7,   26.9,   53.2,    8.7,   21.6,    0.7,    0.0,   86.7,   96.5,   13.3,    3.5,    137,.,      5,.,     15,      0,.,     41,     24,     14,     46,.,.,    115,     42,    36.0,    56.2,    46.8,    73.2,    32.0,    56.2,    41.0,    70.2,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","Combined"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",160719,2016-07-19,098662,ICUS,01,098 ,   56971,     224,   14800,       1,   15420,       0,    1755,   12298,   32656,    5286,   13051,     730,       6,   48041,   55234,    8930,    1737,    4155,      14,    2172,       1,    -709,       0,       2,    5638,    1527,     558,   -2967,     165,      -4,    2533,    4421,    1622,    -266,  100.0,    0.4,   26.0,    0.0,   27.1,    0.0,    3.1,   21.6,   57.3,    9.3,   22.9,    1.3,    0.0,   84.3,   97.0,   15.7,    3.0,    129,.,      5,.,     13,      0,.,     40,     24,     14,     41,.,.,    106,     42,    35.7,    52.9,    47.4,    70.5,    31.9,    52.8,    41.7,    68.8,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","Combined"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",160712,2016-07-12,098662,ICUS,01,098 ,   52816,     210,   12628,       0,   16129,       0,    1753,    6660,   31129,    4728,   16018,     565,      10,   45508,   50813,    7308,    2003,    1120,      19,    1539,       0,   -1124,       0,     -72,     281,    -963,     834,    1219,    -283,     -44,    1112,    1011,       8,     109,  100.0,    0.4,   23.9,    0.0,   30.5,    0.0,    3.3,   12.6,   58.9,    9.0,   30.3,    1.1,    0.0,   86.2,   96.2,   13.8,    3.8,    115,.,      5,      0,     14,      0,.,     26,     25,     14,     37,.,.,     90,     43,    39.9,    52.6,    52.4,    71.4,    36.7,    52.6,    47.0,    68.7,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","Combined"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",160705,2016-07-05,098662,ICUS,01,098 ,   51696,     191,   11089,       0,   17253,       0,    1825,    6379,   32092,    3895,   14799,     848,      54,   44396,   49802,    7300,    1894,    3370,      11,     204,       0,     452,     -57,      19,    -567,    3876,     557,    1646,     249,     -13,    2106,    4835,    1264,   -1465,  100.0,    0.4,   21.5,    0.0,   33.4,    0.0,    3.5,   12.3,   62.1,    7.5,   28.6,    1.6,    0.1,   85.9,   96.3,   14.1,    3.7,    114,.,      5,      0,     14,      0,      4,     22,     26,     14,     38,      5,.,     88,     46,    38.9,    50.3,    50.3,    71.7,    34.9,    50.3,    45.1,    69.2,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","Combined"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",160628,2016-06-28,098662,ICUS,01,098 ,   48326,     180,   10885,       0,   16801,      57,    1806,    6946,   28216,    3338,   13153,     599,      67,   42291,   44967,    6035,    3359,   -2682,      10,     -29,       0,    1271,   -2350,     659,     -14,   -2314,     128,   -4491,     316,     -55,   -2492,   -3645,    -190,     963,  100.0,    0.4,   22.5,    0.0,   34.8,    0.1,    3.7,   14.4,   58.4,    6.9,   27.2,    1.2,    0.1,   87.5,   93.0,   12.5,    7.0,    112,.,      5,      0,     13,.,.,     26,     24,     13,     35,      4,.,     84,     46,    40.9,    57.9,    52.9,    73.3,    37.3,    57.3,    47.8,    70.3,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","Combined"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",160621,2016-06-21,098662,ICUS,01,098 ,   51008,     170,   10914,       0,   15530,    2407,    1147,    6959,   30530,    3210,   17645,     283,     122,   44783,   48612,    6225,    2396,     385,      21,     -14,       0,      -8,     802,      -6,      70,     -73,    -391,    1468,     -60,      14,    1168,     272,    -783,     113,  100.0,    0.3,   21.4,    0.0,   30.4,    4.7,    2.2,   13.6,   59.9,    6.3,   34.6,    0.6,    0.2,   87.8,   95.3,   12.2,    4.7,    125,.,      5,      0,      9,      5,.,     23,     27,     14,     45,      5,      4,     89,     57,    42.5,    56.0,    54.5,    69.3,    40.5,    55.4,    51.4,    68.5,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","Combined"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",160614,2016-06-14,098662,ICUS,01,098 ,   50623,     149,   10928,       0,   15538,    1605,    1153,    6889,   30603,    3601,   16176,     343,     108,   43614,   48341,    7009,    2282,  -19793,     -15,  -14645,    -101,    -127,     433,       6,  -10471,    1715,   -6473,   -2024,    -310,      46,  -19159,  -19329,    -634,    -464,  100.0,    0.3,   21.6,    0.0,   30.7,    3.2,    2.3,   13.6,   60.5,    7.1,   32.0,    0.7,    0.2,   86.2,   95.5,   13.8,    4.5,    127,.,      5,      0,      8,      5,.,     23,     31,     14,     46,      5,.,     88,     59,    40.3,    56.9,    50.6,    69.6,    38.3,    56.2,    47.9,    67.1,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","Combined"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",160607,2016-06-07,098662,ICUS,01,098 ,   70416,     164,   25573,     101,   15665,    1172,    1147,   17360,   28887,   10074,   18200,     653,      62,   62774,   67669,    7642,    2747,    7799,       1,     -77,      16,     410,     288,     -99,    4058,    4393,    3691,     582,    -821,     -21,    8638,    7369,    -839,     430,  100.0,    0.2,   36.3,    0.1,   22.2,    1.7,    1.6,   24.7,   41.0,   14.3,   25.8,    0.9,    0.1,   89.1,   96.1,   10.9,    3.9,    131,.,      6,.,     10,      4,.,     26,     29,     19,     49,.,.,    102,     55,    34.2,    68.7,    52.6,    79.2,    31.9,    63.9,    46.0,    69.4,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","Combined"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",160531,2016-05-31,098662,ICUS,01,098 ,   62617,     163,   25651,      85,   15255,     884,    1246,   13302,   24494,    6383,   17618,    1474,      83,   54136,   60300,    8481,    2317,     941,       0,     -68,      -1,     265,    -193,    -196,    -230,    1126,     107,     -75,     292,       4,    -126,    1071,    1067,    -130,  100.0,    0.3,   41.0,    0.1,   24.4,    1.4,    2.0,   21.2,   39.1,   10.2,   28.1,    2.4,    0.1,   86.5,   96.3,   13.5,    3.7,    129,.,      5,.,      9,      5,      4,     30,     25,     20,     45,      6,.,    100,     57,    36.9,    70.6,    49.7,    78.5,    34.7,    67.3,    46.5,    73.4,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","Combined"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",160524,2016-05-24,098662,ICUS,01,098 ,   61676,     163,   25718,      86,   14990,    1077,    1442,   13533,   23368,    6276,   17693,    1183,      79,   54262,   59230,    7414,    2446,   -4150,     -32,      77,      12,     -24,   -1716,     650,   -3501,   -2976,     528,   -1440,    -350,     -43,   -3851,   -3817,    -299,    -333,  100.0,    0.3,   41.7,    0.1,   24.3,    1.7,    2.3,   21.9,   37.9,   10.2,   28.7,    1.9,    0.1,   88.0,   96.0,   12.0,    4.0,    132,.,      5,.,      8,      7,.,     31,     23,     20,     46,      7,.,    103,     56,    37.6,    70.9,    51.2,    79.4,    35.8,    66.8,    47.9,    73.3,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","Combined"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",160517,2016-05-17,098662,ICUS,01,098 ,   65826,     195,   25641,      74,   15014,    2793,     792,   17034,   26344,    5747,   19134,    1533,     122,   58113,   63047,    7713,    2779,   -2513,    -108,    -476,      -3,    -310,    -518,      27,   -1738,   -2014,     778,    -779,     206,     -25,   -2158,   -2026,    -355,    -487,  100.0,    0.3,   39.0,    0.1,   22.8,    4.2,    1.2,   25.9,   40.0,    8.7,   29.1,    2.3,    0.2,   88.3,   95.8,   11.7,    4.2,    135,.,      4,.,      5,      8,.,     29,     28,     19,     48,      7,      4,     98,     63,    35.0,    70.4,    48.4,    79.3,    34.3,    68.0,    46.3,    74.0,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","Combined"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",160510,2016-05-10,098662,ICUS,01,098 ,   68339,     303,   26117,      77,   15324,    3311,     765,   18772,   28358,    4970,   19912,    1327,     147,   60271,   65072,    8068,    3267,   -3739,    -137,       1,      -6,    -739,     119,     229,   -1483,   -4277,     211,    -645,     481,     -91,   -2662,   -3333,   -1077,    -406,  100.0,    0.4,   38.2,    0.1,   22.4,    4.8,    1.1,   27.5,   41.5,    7.3,   29.1,    1.9,    0.2,   88.2,   95.2,   11.8,    4.8,    139,.,.,.,      8,      8,.,     30,     28,     18,     49,      7,      4,    103,     61,    34.7,    69.2,    48.2,    78.7,    34.0,    67.6,    46.6,    74.9,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","Combined"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",160503,2016-05-03,098662,ICUS,01,098 ,   72078,     440,   26116,      83,   16063,    3192,     536,   20255,   32635,    4759,   20558,     845,     238,   62933,   68405,    9145,    3673,    7555,      41,     -29,      24,    1188,     387,     -11,    3190,    5912,     463,    1737,     -35,      89,    6722,    6801,     833,     754,  100.0,    0.6,   36.2,    0.1,   22.3,    4.4,    0.7,   28.1,   45.3,    6.6,   28.5,    1.2,    0.3,   87.3,   94.9,   12.7,    5.1,    152,.,.,.,      9,      7,.,     30,     32,     17,     58,      5,      6,    111,     67,    35.1,    65.6,    48.6,    75.0,    34.6,    64.6,    46.5,    73.3,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","Combined"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",160426,2016-04-26,098662,ICUS,01,098 ,   64523,     400,   26145,      59,   14875,    2805,     547,   17065,   26723,    4296,   18821,     880,     149,   56211,   61604,    8312,    2919,    1632,      73,     -44,      -4,     -12,     -10,       1,    -849,    1143,    1562,     938,    -808,     -11,    1698,    1829,     -66,    -197,  100.0,    0.6,   40.5,    0.1,   23.1,    4.3,    0.8,   26.4,   41.4,    6.7,   29.2,    1.4,    0.2,   87.1,   95.5,   12.9,    4.5,    139,.,.,.,      7,      6,.,     29,     28,     13,     52,      8,      4,    102,     57,    36.9,    70.7,    49.5,    79.2,    36.3,    69.7,    48.3,    76.2,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","Combined"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",160419,2016-04-19,098662,ICUS,01,098 ,   62891,     327,   26189,      63,   14887,    2815,     546,   17914,   25580,    2733,   17882,    1689,     160,   54513,   59775,    8378,    3116,    3465,    -564,    -345,     -21,    -128,     140,      10,    3908,    2677,     759,   -1016,     239,      24,    2972,    3483,     493,     -18,  100.0,    0.5,   41.6,    0.1,   23.7,    4.5,    0.9,   28.5,   40.7,    4.3,   28.4,    2.7,    0.3,   86.7,   95.0,   13.3,    5.0,    133,.,      4,.,      7,      6,.,     29,     29,     15,     43,      9,      4,     95,     60,    39.6,    69.6,    51.5,    77.8,    39.0,    69.1,    50.8,    75.7,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","Combined"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",160412,2016-04-12,098662,ICUS,01,098 ,   59426,     891,   26534,      84,   15015,    2675,     536,   14006,   22903,    1975,   18898,    1450,     136,   51541,   56293,    7885,    3133,    2646,     462,     196,     -31,     538,     162,     -93,    4203,    1780,      75,   -3132,     310,      -4,    2018,    2395,     628,     251,  100.0,    1.5,   44.7,    0.1,   25.3,    4.5,    0.9,   23.6,   38.5,    3.3,   31.8,    2.4,    0.2,   86.7,   94.7,   13.3,    5.3,    137,      4,      6,.,      7,      5,.,     26,     30,     15,     49,      7,.,     99,     59,    41.9,    69.4,    52.1,    77.2,    41.2,    69.0,    51.4,    76.0,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","Combined"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",160405,2016-04-05,098662,ICUS,01,098 ,   56780,     429,   26338,     115,   14477,    2513,     629,    9803,   21123,    1900,   22030,    1140,     140,   49523,   53898,    7257,    2882,    2701,      56,     181,       9,    -396,     234,       0,   -1905,    1563,     406,    3500,     528,       6,    1676,    2927,    1025,    -226,  100.0,    0.8,   46.4,    0.2,   25.5,    4.4,    1.1,   17.3,   37.2,    3.3,   38.8,    2.0,    0.2,   87.2,   94.9,   12.8,    5.1,    144,      4,      6,.,      6,      6,.,     22,     29,     12,     61,      8,.,    106,     56,    39.4,    70.8,    50.8,    77.9,    38.5,    70.3,    49.9,    77.1,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","Combined"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",160329,2016-03-29,098662,ICUS,01,098 ,   54079,     373,   26157,     106,   14873,    2279,     629,   11708,   19560,    1494,   18529,     611,     134,   47847,   50971,    6232,    3108,    1076,     -52,    -163,      15,     246,      17,      -5,     686,    1287,     182,     240,    -537,       8,    1319,     804,    -243,     272,  100.0,    0.7,   48.4,    0.2,   27.5,    4.2,    1.2,   21.6,   36.2,    2.8,   34.3,    1.1,    0.2,   88.5,   94.3,   11.5,    5.7,    118,.,.,.,      6,      6,.,     23,     24,      9,     46,      6,      4,     86,     48,    44.0,    71.4,    55.4,    78.4,    43.0,    70.9,    54.5,    77.6,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","Combined"
